iso3c,country,year,gdp_pc_current_usd,health_exp_pct_gdp,htn_prevalence_pct,htn_treatment_pct
ZAF,South Africa,2016,6246.11,8.19,43.8,52.0
ZAF,South Africa,2016,6246.11,8.19,43.8,33.9
ZAF,South Africa,2016,6246.11,8.19,43.8,43.6
ZAF,South Africa,2016,6246.11,8.19,44.8,52.0
ZAF,South Africa,2016,6246.11,8.19,44.8,33.9
ZAF,South Africa,2016,6246.11,8.19,44.8,43.6
ZAF,South Africa,2016,6246.11,8.19,45.5,52.0
ZAF,South Africa,2016,6246.11,8.19,45.5,33.9
ZAF,South Africa,2016,6246.11,8.19,45.5,43.6
ZAF,South Africa,2017,6230.1,8.29,45.1,52.9
ZAF,South Africa,2017,6230.1,8.29,45.1,44.6
ZAF,South Africa,2017,6230.1,8.29,45.1,35.0
ZAF,South Africa,2017,6230.1,8.29,44.6,52.9
ZAF,South Africa,2017,6230.1,8.29,44.6,44.6
ZAF,South Africa,2017,6230.1,8.29,44.6,35.0
ZAF,South Africa,2017,6230.1,8.29,43.8,52.9
ZAF,South Africa,2017,6230.1,8.29,43.8,44.6
ZAF,South Africa,2017,6230.1,8.29,43.8,35.0
ZAF,South Africa,2018,6464.25,8.47,44.4,53.8
ZAF,South Africa,2018,6464.25,8.47,44.4,45.6
ZAF,South Africa,2018,6464.25,8.47,44.4,36.1
ZAF,South Africa,2018,6464.25,8.47,43.8,53.8
ZAF,South Africa,2018,6464.25,8.47,43.8,45.6
ZAF,South Africa,2018,6464.25,8.47,43.8,36.1
ZAF,South Africa,2018,6464.25,8.47,44.7,53.8
ZAF,South Africa,2018,6464.25,8.47,44.7,45.6
ZAF,South Africa,2018,6464.25,8.47,44.7,36.1
ZAF,South Africa,2019,6209.85,8.37,43.8,37.2
ZAF,South Africa,2019,6209.85,8.37,43.8,54.7
ZAF,South Africa,2019,6209.85,8.37,43.8,46.5
ZAF,South Africa,2019,6209.85,8.37,44.1,37.2
ZAF,South Africa,2019,6209.85,8.37,44.1,54.7
ZAF,South Africa,2019,6209.85,8.37,44.1,46.5
ZAF,South Africa,2019,6209.85,8.37,44.3,37.2
ZAF,South Africa,2019,6209.85,8.37,44.3,54.7
ZAF,South Africa,2019,6209.85,8.37,44.3,46.5
ZAF,South Africa,2020,6273.89,8.39,,
ZAF,South Africa,2021,6409.48,8.2,,
ZAF,South Africa,2022,6563.97,8.31,,
ZAF,South Africa,2023,6400.73,8.28,,
ZAF,South Africa,2024,6406.56,8.42,,
